2,0,2023,5,4,16
2,0,2023,5,5,17
2,0,2023,5,6,16
2,0,2023,5,7,17
2,0,2023,5,8,13
2,0,2023,5,9,14
2,0,2023,5,5,10
2,0,2023,5,6,12
2,0,2023,5,7,16
2,0,2023,5,8,16
2,0,2023,5,9,16
2,0,2023,5,10,12
2,0,2023,5,12,11
2,0,2023,5,13,12
2,0,2023,5,14,11
2,0,2023,5,15,13
2,0,2023,5,16,13
2,0,2023,5,18,13
2,0,2023,5,19,13
2,0,2023,5,20,15
2,0,2023,5,21,14
2,0,2023,5,22,12
2,0,2023,5,23,12
2,0,2023,5,4,13
2,0,2023,5,5,11
2,0,2023,5,6,15
2,0,2023,5,7,12
2,0,2023,5,8,17
2,0,2023,5,9,11
2,0,2023,5,10,13
2,0,2023,5,11,13
2,0,2023,5,13,10
2,0,2023,5,14,17
2,0,2023,5,16,11
2,0,2023,5,17,17
2,0,2023,5,19,17
2,0,2023,5,20,16
2,0,2023,5,21,12
2,0,2023,5,22,15
2,0,2023,5,23,13
2,0,2023,5,4,12
2,0,2023,5,7,11
2,0,2023,5,9,10
2,0,2023,5,10,15
2,0,2023,5,11,12
2,0,2023,5,12,12
2,0,2023,5,13,13
2,0,2023,5,15,14
2,0,2023,5,16,15
2,0,2023,5,17,13
2,0,2023,5,18,17
2,0,2023,5,19,16
2,0,2023,5,20,11
2,0,2023,5,22,10
